#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	food_origin	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000370331.1|SAMEA3721064|GCA_900505625.1|Klebsiella pneumoniae|not available|EuSCAPE_RO125|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505625.1	Contig	326757	5573085	82	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721064	"471e8950-3608-11e5-998e-3c4a9275d6c6","ERS1028213","EuSCAPE_RO125"	NULL	2013	clinical	7175128	Romania	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO125	NULL	NULL	NULL	PDT000370331.1	2018-08-25	573	UJKM	UJKM00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	14	"arsC=HMM,asr=HMM,fieF,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370332.1|SAMEA3721065|GCA_900505925.1|Klebsiella pneumoniae|not available|EuSCAPE_HR042|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505925.1	Contig	328855	5813314	901	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721065	"4725dc50-3608-11e5-a83d-3c4a9275d6c6","ERS1028214","EuSCAPE_HR042"	NULL	2014	clinical	7175148	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR042	NULL	NULL	NULL	PDT000370332.1	2018-08-25	573	UJLR	UJLR00000000.1	NULL	NULL	NULL	0	0	0	0	23	22	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aadA2,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catA1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,emrD,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,ramR_L111AfsTer11=POINT,sul1,tet(D)"	"aac(3)-IId,aac(6')-Ib-cr5,aadA2,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catA1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,fosA,gyrA_D87G=POINT,gyrA_S83I=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,ramR_L111AfsTer11=POINT,sul1,tet(D)"	27	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	2	"eilA=PARTIAL_END_OF_CONTIG,iucB=PARTIAL_END_OF_CONTIG"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370333.1|SAMEA3721066|GCA_900505645.1|Klebsiella pneumoniae|not available|EuSCAPE_RO126|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505645.1	Contig	323033	5572067	82	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721066	"47265180-3608-11e5-998e-3c4a9275d6c6","ERS1028215","EuSCAPE_RO126"	NULL	2013	clinical	7175168	Romania	Homo sapiens	NULL	Lower Respiratory Tract Secrection	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_RO126	NULL	NULL	NULL	PDT000370333.1	2018-08-25	573	UJKP	UJKP00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,emrD,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	"aac(3)-IIe,aac(6')-Ib,aadA1,blaCTX-M-15,blaOXA-48,blaOXA-9,blaSHV-1,blaTEM-1,fosA,gyrA_D87N=POINT,gyrA_S83Y=POINT,mgrB_M27K=POINT,ompK35_G62AfsTer1=POINT,ompK36_D135DGD=POINT,oqxA,oqxB20,parC_S80I=POINT,tet(D)"	14	"arsC=HMM,asr=HMM,fieF,merA,merA=HMM,merC,merC=HMM,merD,merD=HMM,merE,merE=HMM,merP=HMM,merR,merT"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370334.1|SAMEA3721068|GCA_900505635.1|Klebsiella pneumoniae|not available|EuSCAPE_HR001|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505635.1	Contig	196291	5692935	160	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721068	"472df2a0-3608-11e5-998e-3c4a9275d6c6","ERS1028217","EuSCAPE_HR001"	NULL	2014	clinical	7175188	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR001	NULL	NULL	NULL	PDT000370334.1	2018-08-25	573	UJKO	UJKO00000000.1	NULL	NULL	NULL	0	0	0	0	28	27	NULL	"aac(3)-IId=PARTIAL_END_OF_CONTIG,aac(6')-Ib-cr5,aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaSHV-28,blaTEM-1,blaVIM-1,catB3=PARTIAL,dfrA12,dfrA14,emrD,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A),mrx(A),ompK35_W45Ter=POINT,oqxA,oqxB,parC_S80I=POINT,qnrB,ramR_A19V=POINT,sul1,sul2"	"aac(3)-IId=PARTIAL_END_OF_CONTIG,aac(6')-Ib-cr5,aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaSHV-28,blaTEM-1,blaVIM-1,catB3=PARTIAL,dfrA12,dfrA14,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A),mrx(A),ompK35_W45Ter=POINT,oqxA,oqxB,parC_S80I=POINT,qnrB,ramR_A19V=POINT,sul1,sul2"	15	"arsC=HMM,asr=HMM,fieF,merA,merA=HMM,merC,merD,merD=HMM,merE,merE=HMM,merP,merP=HMM,merR,merT,qacEdelta1"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370335.1|SAMEA3721071|GCA_900505675.1|Klebsiella pneumoniae|not available|EuSCAPE_HR003|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505675.1	Contig	328965	5693111	407	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721071	"473a75c0-3608-11e5-998e-3c4a9275d6c6","ERS1028220","EuSCAPE_HR003"	NULL	2014	clinical	7175208	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR003	NULL	NULL	NULL	PDT000370335.1	2018-08-25	573	UJKV	UJKV00000000.1	NULL	NULL	NULL	0	0	0	0	24	23	NULL	"aac(3)-IId=PARTIAL_END_OF_CONTIG,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA1,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia,blaCTX-M-15,blaOXA=PARTIAL,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA=PARTIAL_END_OF_CONTIG,dfrA12=PARTIAL_END_OF_CONTIG,dfrA30,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK36_Y325DfsTer12=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(3)-IId=PARTIAL_END_OF_CONTIG,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA1,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia,blaCTX-M-15,blaOXA=PARTIAL,blaSHV-1,blaSHV_C-112A=POINT,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA=PARTIAL_END_OF_CONTIG,dfrA12=PARTIAL_END_OF_CONTIG,dfrA30,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK36_Y325DfsTer12=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	28	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merR=PARTIAL,merR=PARTIAL_END_OF_CONTIG,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	1	"senB"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370336.1|SAMEA3721072|GCA_900505945.1|Klebsiella pneumoniae|not available|EuSCAPE_HR046|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505945.1	Contig	325890	5450893	73	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721072	"473e9470-3608-11e5-a83d-3c4a9275d6c6","ERS1028221","EuSCAPE_HR046"	NULL	2014	clinical	7175228	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR046	NULL	NULL	NULL	PDT000370336.1	2018-08-25	573	UJLW	UJLW00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,fosA,gyrA_S83I=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370337.1|SAMEA3721074|GCA_900503335.1|Klebsiella pneumoniae|not available|EuSCAPE_HR005|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900503335.1	Contig	296840	5477961	76	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721074	"47465ca0-3608-11e5-998e-3c4a9275d6c6","ERS1028223","EuSCAPE_HR005"	NULL	2014	clinical	7175248	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR005	NULL	NULL	NULL	PDT000370337.1	2018-08-25	573	UJBT	UJBT00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catA1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	"aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catA1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,fosA,gyrA_S83I=POINT,mph(A),mrx(A),oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370338.1|SAMEA3721075|GCA_900505935.1|Klebsiella pneumoniae|not available|EuSCAPE_HR047|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505935.1	Contig	223004	5722233	196	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721075	"4747e340-3608-11e5-a83d-3c4a9275d6c6","ERS1028224","EuSCAPE_HR047"	NULL	2014	clinical	7175268	Croatia	Homo sapiens	NULL	Wound Secretion	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR047	NULL	NULL	NULL	PDT000370338.1	2018-08-25	573	UJLV	UJLV00000000.1	NULL	NULL	NULL	0	0	0	0	26	25	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaSHV-28,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA1,emrD,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A),mrx(A),ompK36_W125Ter=POINT,oqxA,oqxB,parC_S80I=POINT,qnrS=PARTIAL,ramR_A19V=POINT,sul1,sul2,tet(A)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaSHV-28,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA1,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A),mrx(A),ompK36_W125Ter=POINT,oqxA,oqxB,parC_S80I=POINT,qnrS=PARTIAL,ramR_A19V=POINT,sul1,sul2,tet(A)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370339.1|SAMEA3721076|GCA_900509735.1|Klebsiella variicola|not available|EuSCAPE_HR006|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900509735.1	Contig	312596	5862802	139	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721076	"474cc540-3608-11e5-998e-3c4a9275d6c6","ERS1028225","EuSCAPE_HR006"	NULL	2014	clinical	7175288	Croatia	Homo sapiens	NULL	Lower Respiratory Tract Secrection	NULL	NULL	NULL	NULL	Klebsiella variicola	not available	NULL	244366	NULL	NULL	EuSCAPE_HR006	NULL	NULL	NULL	PDT000370339.1	2018-08-25	244366	UKAG	UKAG00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"blaLEN-22,emrD,fosA,oqxA,oqxB,oqxR_D95E=POINT,oqxR_V113I=POINT"	"blaLEN-22,fosA,oqxA,oqxB,oqxR_D95E=POINT,oqxR_V113I=POINT"	35	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hdeD-GI,hsp20,kefB-GI,merA,merC=HMM,merD,merE,merP=HMM,merR,merT,pcoA,pcoB,pcoC=PARTIAL,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370340.1|SAMEA3721078|GCA_900505665.1|Klebsiella pneumoniae|not available|EuSCAPE_HR007|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505665.1	Contig	325734	5452508	90	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721078	"4752dfc0-3608-11e5-998e-3c4a9275d6c6","ERS1028227","EuSCAPE_HR007"	NULL	2014	clinical	7175308	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR007	NULL	NULL	NULL	PDT000370340.1	2018-08-25	573	UJKT	UJKT00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370341.1|SAMEA3721080|GCA_900505655.1|Klebsiella pneumoniae|not available|EuSCAPE_HR008|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505655.1	Contig	209765	5459318	88	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721080	"475c2e90-3608-11e5-998e-3c4a9275d6c6","ERS1028229","EuSCAPE_HR008"	NULL	2014	clinical	7175328	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR008	NULL	NULL	NULL	PDT000370341.1	2018-08-25	573	UJKR	UJKR00000000.1	NULL	NULL	NULL	0	0	0	0	20	19	NULL	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	"aac(3)-IId,aac(6')-Ib-cr5,aph(3')-Ia,blaCTX-M-15,blaOXA-1,blaSHV-11,blaTEM-1,catB3=PARTIAL_END_OF_CONTIG,dfrA30,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,tet(D)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370342.1|SAMEA3721083|GCA_900505965.1|Klebsiella pneumoniae|not available|EuSCAPE_HR051|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505965.1	Contig	245790	5206851	83	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721083	"47672b10-3608-11e5-a83d-3c4a9275d6c6","ERS1028232","EuSCAPE_HR051"	NULL	2014	clinical	7175348	Croatia	Homo sapiens	NULL	Lower Respiratory Tract Secrection	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR051	NULL	NULL	NULL	PDT000370342.1	2018-08-25	573	UJLU	UJLU00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"blaSHV-1,emrD,fosA,oqxA,oqxB25"	"blaSHV-1,fosA,oqxA,oqxB25"	20	"asr=HMM,fieF,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS,terA,terB,terC,terD,terE"	11	"iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,peg-344,rmpA,rmpD"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370343.1|SAMEA3721084|GCA_900505685.1|Klebsiella pneumoniae|not available|EuSCAPE_HR010|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505685.1	Contig	342680	5839931	95	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721084	"4768d8c0-3608-11e5-998e-3c4a9275d6c6","ERS1028233","EuSCAPE_HR010"	NULL	2013	clinical	7175368	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR010	NULL	NULL	NULL	PDT000370343.1	2018-08-25	573	UJKS	UJKS00000000.1	NULL	NULL	NULL	0	0	0	0	23	22	NULL	"aac(3)-IIe=PARTIAL_END_OF_CONTIG,aac(6')-Ib3,aadA2,blaCTX-M-15,blaCTX-M-2,blaOXA-1,blaOXA-2,blaSHV-11,blaTEM-1,catA1,catB3=PARTIAL_END_OF_CONTIG,dfrA50,emrD,fosA,gyrA_S83I=POINT,ompK36_N221VfsTer23=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul1=PARTIAL,tet(A),tet(D)"	"aac(3)-IIe=PARTIAL_END_OF_CONTIG,aac(6')-Ib3,aadA2,blaCTX-M-15,blaCTX-M-2,blaOXA-1,blaOXA-2,blaSHV-11,blaTEM-1,catA1,catB3=PARTIAL_END_OF_CONTIG,dfrA50,fosA,gyrA_S83I=POINT,ompK36_N221VfsTer23=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul1=PARTIAL,tet(A),tet(D)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370344.1|SAMEA3721085|GCA_900505995.1|Klebsiella pneumoniae|not available|EuSCAPE_HR052|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505995.1	Contig	381432	5175772	37	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721085	"476d6ca0-3608-11e5-a83d-3c4a9275d6c6","ERS1028234","EuSCAPE_HR052"	NULL	2014	clinical	7175388	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR052	NULL	NULL	NULL	PDT000370344.1	2018-08-25	573	UJMH	UJMH00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"blaSHV-11,emrD,fosA,oqxA,oqxB25"	"blaSHV-11,fosA,oqxA,oqxB25"	23	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000370345.1|SAMEA3721086|GCA_900505975.1|Klebsiella pneumoniae|not available|EuSCAPE_HR053|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900505975.1	Contig	212565	5611454	112	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721086	"47729cc0-3608-11e5-a83d-3c4a9275d6c6","ERS1028235","EuSCAPE_HR053"	NULL	2013	clinical	7175408	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR053	NULL	NULL	NULL	PDT000370345.1	2018-08-25	573	UJLX	UJLX00000000.1	NULL	NULL	NULL	0	0	0	0	19	18	NULL	"aac(3)-IIe,aac(6')-Ib-cr5,aadA2,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaOXA-48,blaSHV-11,catB3=PARTIAL,dfrA14,emrD,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul2"	"aac(3)-IIe,aac(6')-Ib-cr5,aadA2,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaOXA-1,blaOXA-48,blaSHV-11,catB3=PARTIAL,dfrA14,fosA,gyrA_S83I=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul2"	33	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,merA,merC=HMM,merD,merE,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
PDT000370346.1|SAMEA3721087|GCA_900506005.1|Klebsiella pneumoniae|not available|EuSCAPE_HR055|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_900506005.1	Contig	270584	5374634	74	Prokka	Generic	PRJEB10018	Wellcome Sanger Institute	SAMEA3721087	"477f9510-3608-11e5-a83d-3c4a9275d6c6","ERS1028236","EuSCAPE_HR055"	NULL	2013	clinical	7175428	Croatia	Homo sapiens	NULL	urine	NULL	NULL	NULL	NULL	Klebsiella pneumoniae	not available	NULL	573	NULL	NULL	EuSCAPE_HR055	NULL	NULL	NULL	PDT000370346.1	2018-08-25	573	UJLY	UJLY00000000.1	NULL	NULL	NULL	0	0	0	0	7	6	NULL	"aadA1,blaSHV-1,emrD,fosA,oqxA,oqxB,tet(D)"	"aadA1,blaSHV-1,fosA,oqxA,oqxB,tet(D)"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
